name,city,postal_code,address_line,website,source_url,source_type,trades,confidence_score,status,ready_for_import,needs_review
"Sebastian Pauker Bauunternehmen GmbH","Alteiselfing","83549","Unterdorfstraße 7","https://www.pauker-bau-gmbh.de/","https://www.openstreetmap.org/node/11084939459","openstreetmap_hint_odbl","bauunternehmen","92","review","true","false"
"Andreas Fischer Malerbetrieb GmbH","Aschau im Chiemgau","83229","Bahnhofstraße 11","https://malerfischeraschau.de/","https://www.openstreetmap.org/node/10155353589","openstreetmap_hint_odbl","malerarbeiten","92","review","true","false"
"Messer Werk Damaszenerstahl","Aschau im Chiemgau","83229","Am Hofbichl 9","https://www.messer-werk.de/","https://www.openstreetmap.org/node/11114187826","openstreetmap_hint_odbl","metallbau","92","review","true","false"
"Möbelwerkstätte Christian Deml","Aschau im Chiemgau","83229","Kampenwandstraße 8","https://www.demldesign.de/","https://www.openstreetmap.org/node/10155353595","openstreetmap_hint_odbl","schreinerarbeiten|innenausbau","92","review","true","false"
"AB-Form Teck","Bad Aibling","83043","Carl-von-Ossietzky-Straße 12","https://www.ab-form.tech/","https://www.openstreetmap.org/node/12058948833","openstreetmap_hint_odbl","metallbau","92","review","true","false"
"Bautrocknung Jaist","Bad Aibling","83043","Gewerbepark Markfeld 2","https://bautrocknung-jaist.de/","https://www.openstreetmap.org/node/12078004829","openstreetmap_hint_odbl","bauwerksabdichtung","92","review","true","false"
"Der Holzladen","Bad Aibling","83043","Eugen-Belz-Straße 17","https://www.holzladen-bad-aibling.de/","https://www.openstreetmap.org/node/7180407394","openstreetmap_hint_odbl","schreinerarbeiten|innenausbau","92","review","true","false"
"Die Glaser","Bad Aibling","83043","Wildstraße 7","https://www.glasboehm.de","https://www.openstreetmap.org/node/7192416873","openstreetmap_hint_odbl","fenster-tueren","92","review","true","false"
"Folgner GmbH","Bad Aibling","83043","Gewerbepark Markfeld 9","https://www.folgner-rolladen.de/","https://www.openstreetmap.org/way/1304434604","openstreetmap_hint_odbl","sonnenschutz","92","review","true","false"
"Franke Naturstein","Bad Aibling","83043","Ellmosener Straße 19a","https://www.frankenaturstein.de/","https://www.openstreetmap.org/node/11645477061","openstreetmap_hint_odbl","natursteinarbeiten","92","review","true","false"
"Geisler GmbH","Bad Aibling","83043","Gewerbepark Markfeld 1a","http://www.geisler-cnc.de","https://www.openstreetmap.org/node/7185914999","openstreetmap_hint_odbl","metallbau","92","review","true","false"
"Glaserei Pauliel","Bad Aibling","83043","Irlachstraße 3a","https://www.pauliel.de","https://www.openstreetmap.org/node/7174265406","openstreetmap_hint_odbl","fenster-tueren","92","review","true","false"
"Hafner ""Der Maler""","Bad Aibling","83043","Altwasserstraße 8b","https://www.maler-hafner.de","https://www.openstreetmap.org/node/474428729","openstreetmap_hint_odbl","malerarbeiten","92","review","true","false"
"Holzbau Glas","Bad Aibling","83043","Gewerbepark Markfeld 15","https://www.holzbau-glas.de","https://www.openstreetmap.org/way/1304434607","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten|holzbau","92","review","true","false"
"Klepp Absauganlagen GmbH","Bad Aibling","83043","Gewerbepark Markfeld 8","https://klepp.de/","https://www.openstreetmap.org/node/7185914997","openstreetmap_hint_odbl","heizungsbau|lueftung","92","review","true","false"
"Maler Leyer","Bad Aibling","83043","Rosenheimer Straße 14a","https://www.leyer.de/","https://www.openstreetmap.org/node/521282245","openstreetmap_hint_odbl","malerarbeiten","92","review","true","false"
"Pakt Türen","Bad Aibling","83043","Gewerbepark Markfeld 1","https://pakt-tueren.de/","https://www.openstreetmap.org/node/7185915067","openstreetmap_hint_odbl","fenster-tueren","92","review","true","false"
"Parkett Jaist","Bad Aibling","83043","Gewerbepark Markfeld 2","https://parkett-jaist.de/","https://www.openstreetmap.org/node/12078004830","openstreetmap_hint_odbl","bodenlegerarbeiten","92","review","true","false"
"Ritthaler & Sohn","Bad Aibling","83043","Unterheufeld 11","https://www.dachdeckerei-ritthaler.com/","https://www.openstreetmap.org/node/12084959149","openstreetmap_hint_odbl","dachdeckerarbeiten","92","review","true","false"
"Rottmüller Systemholz","Bad Aibling","83043","","https://www.rottmueller-systemholz.de/","https://www.openstreetmap.org/node/418238950","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten","92","review","true","false"
"Schwaiger Bau","Bad Aibling","83043","Gewerbepark Markfeld 7","https://schwaiger-bau.de/","https://www.openstreetmap.org/way/1304434603","openstreetmap_hint_odbl","bauunternehmen","92","review","true","false"
"Spenglerei Paul","Bad Aibling","83043","Gewerbepark Markfeld 5a","https://www.spenglerei-paul.de/","https://www.openstreetmap.org/node/12078004826","openstreetmap_hint_odbl","spenglerarbeiten","92","review","true","false"
"Steffen Böttcher","Bad Aibling","83043","Ludwig-Thoma-Straße 1b","https://www.steffenboettcher.de/","https://www.openstreetmap.org/node/7247494289","openstreetmap_hint_odbl","sanitaerinstallation|heizungsbau","92","review","true","false"
"STM Deutschland","Bad Aibling","83043","Gewerbepark Markfeld 7a","http://www.stm-deutschland.de/","https://www.openstreetmap.org/node/7185915000","openstreetmap_hint_odbl","metallbau","92","review","true","false"
"TorExpert","Bad Aibling","83043","Altwasserstraße 10","https://www.torexpert.de/","https://www.openstreetmap.org/node/7259900556","openstreetmap_hint_odbl","fenster-tueren","92","review","true","false"
"Umbauhilfe Meyer","Bad Aibling","83043","Gewerbepark Markfeld 2b","https://umbauhilfe-meyer.de/","https://www.openstreetmap.org/node/7185915003","openstreetmap_hint_odbl","bauunternehmen","92","review","true","false"
"werk.4 - Schreinerei Mathias Vierlinger","Bad Aibling","83043","Altwasserstraße 12","https://werk-vier.de","https://www.openstreetmap.org/node/7259900555","openstreetmap_hint_odbl","schreinerarbeiten|innenausbau","92","review","true","false"
"Zimmerei Heiß + Heiß","Bad Aibling","83043","","https://www.zimmerei-heiss-heiss.de/","https://www.openstreetmap.org/node/12114707747","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten","92","review","true","false"
"Elektro Hauke","Bad Feilnbach","83075","Breitensteinstraße 25","https://www.elektro-hauke.de","https://www.openstreetmap.org/node/12157606760","openstreetmap_hint_odbl","elektroinstallation","92","review","true","false"
"Holzbau Stadler & Litzlfelder","Bad Feilnbach","83075","Ackerpointstraße 20","https://sl-holzbau.de/","https://www.openstreetmap.org/node/11671683755","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten|holzbau","92","review","true","false"
"Martin Impler GmbH","Bad Feilnbach","83075","Hummelhausen 3","https://impler.de/","https://www.openstreetmap.org/node/8780566017","openstreetmap_hint_odbl","schreinerarbeiten|innenausbau","92","review","true","false"
"OLI-NATURA Lehrwerkstatt","Brannenburg","83098","Flintsbacher Straße 12","https://oli-lehrwerkstatt.de","https://www.openstreetmap.org/node/12477928363","openstreetmap_hint_odbl","schreinerarbeiten|innenausbau","92","review","true","false"
"Das Schreinerhaus","Bruckmühl","83052","Pettenkoferstraße 12","https://www.das-schreinerhaus.de/","https://www.openstreetmap.org/node/9038433456","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten","92","review","true","false"
"Fenster Türen Wolf","Bruckmühl","83052","Münchener Straße 9","https://www.wolf-fenster.de/","https://www.openstreetmap.org/way/1304205704","openstreetmap_hint_odbl","fenster-tueren|schreinerarbeiten","92","review","true","false"
"Fliesen Walz","Bruckmühl","83052","Münchener Straße 9½","https://www.walz-fliesen.de/","https://www.openstreetmap.org/node/12078004980","openstreetmap_hint_odbl","fliesenlegerarbeiten","92","review","true","false"
"Fliesenverlegung Wiewiora","Bruckmühl","83052","Adalbert-Stifter-Straße 15","https://www.mangfalltal-fliesenleger.de/","https://www.openstreetmap.org/node/6777250445","openstreetmap_hint_odbl","fliesenlegerarbeiten","92","review","true","false"
"Geier Feinmechanik","Bruckmühl","83052","Rösnerstraße 26","https://geier-feinmechanik.de/","https://www.openstreetmap.org/node/5786504728","openstreetmap_hint_odbl","metallbau","92","review","true","false"
"Hinteregger GmbH","Bruckmühl","83052","Hermann-Oberth-Straße 14","https://www.hinteregger-gmbh.de/","https://www.openstreetmap.org/node/12708612016","openstreetmap_hint_odbl","metallbau","92","review","true","false"
"Huber Versorgungstechnik GmbH","Bruckmühl","83052","Gutenbergstraße 11","https://www.huber-versorgungstechnik.de/","https://www.openstreetmap.org/way/333771689","openstreetmap_hint_odbl","sanitaerinstallation|heizungsbau","92","review","true","false"
"Malerbetrieb Lederer","Bruckmühl","83052","Gartenstraße 23","http://www.malerbetrieb-lederer.de/","https://www.openstreetmap.org/node/8010320425","openstreetmap_hint_odbl","malerarbeiten","92","review","true","false"
"Manfred Oswald GmbH & Co. KG","Bruckmühl","83052","Rotwandstraße 4a","https://malermeister-oswald.de/","https://www.openstreetmap.org/node/2979277896","openstreetmap_hint_odbl","malerarbeiten","92","review","true","false"
"Marmor & Granit Werk Rinser Bruckmühl","Bruckmühl","83052","Rösnerstraße 28-30","https://marmorgranitrinser.de/","https://www.openstreetmap.org/way/1298072682","openstreetmap_hint_odbl","natursteinarbeiten","92","review","true","false"
"Mudrich & Schöttl","Bruckmühl","83052","Gutenbergstraße 13","https://mudrich.de/","https://www.openstreetmap.org/way/333771698","openstreetmap_hint_odbl","bauunternehmen","92","review","true","false"
"Schnitzenbaumer GmbH","Bruckmühl","83052","Pettenkoferstraße 19a","https://www.holzbau-schnitzenbaumer.de/","https://www.openstreetmap.org/way/677631661","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten|holzbau","92","review","true","false"
"Schreinerei Huber","Bruckmühl","83052","Rudolf-Diesel-Straße 10","https://huber-fenster.de","https://www.openstreetmap.org/node/8026308547","openstreetmap_hint_odbl","fenster-tueren|schreinerarbeiten","92","review","true","false"
"Schreinerei Sedlmaier","Bruckmühl","83052","Haunpoldstraße 29","https://www.sedlmaier-schreinerei.de/","https://www.openstreetmap.org/node/616629957","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten","92","review","true","false"
"Somun","Bruckmühl","83052","Aiblinger Straße 29","https://sanitaer-somun.de/","https://www.openstreetmap.org/node/8026440452","openstreetmap_hint_odbl","sanitaerinstallation|heizungsbau","92","review","true","false"
"Zimmerei und Holzbau Bichler","Bruckmühl","83052","Friedrich-Jahn-Straße 2","https://www.zimmerei-bichler.de/","https://www.openstreetmap.org/node/8010334406","openstreetmap_hint_odbl","zimmererarbeiten|schreinerarbeiten|holzbau","92","review","true","false"
